Format Version,1.23,Take Name,Take 2020-09-26 03.20.32 PM_004,Take Notes,,Capture Frame Rate,250.000000,Export Frame Rate,250.000000,Capture Start Time,2020-09-26 03.27.50.150 PM,Total Frames in Take,5119,Total Exported Frames,5119,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1035,Unlabeled 1035,Unlabeled 1035,Unlabeled 1036,Unlabeled 1036,Unlabeled 1036
,ID,"C5400","C5400","C5400","C5430","C5430","C5430"
,,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z
621,2.484000,,,,,,
622,2.488000,,,,,,
623,2.492000,,,,,,
624,2.496000,,,,,,
625,2.500000,,,,,,
626,2.504000,,,,,,
627,2.508000,,,,,,
628,2.512000,,,,,,
629,2.516000,,,,,,
630,2.520000,,,,,,
631,2.524000,,,,,,
632,2.528000,,,,,,
633,2.532000,,,,,,
634,2.536000,,,,,,
635,2.540000,,,,,,
636,2.544000,,,,,,
637,2.548000,,,,,,
638,2.552000,,,,,,
639,2.556000,,,,,,
640,2.560000,,,,,,
641,2.564000,,,,,,
642,2.568000,,,,,,
643,2.572000,,,,,,
644,2.576000,,,,,,
645,2.580000,,,,,,
646,2.584000,,,,,,
647,2.588000,,,,,,
648,2.592000,,,,,,
649,2.596000,,,,,,
650,2.600000,,,,,,
651,2.604000,,,,,,
652,2.608000,,,,,,
653,2.612000,,,,,,
654,2.616000,,,,,,
655,2.620000,,,,,,
656,2.624000,,,,,,
657,2.628000,,,,,,
658,2.632000,,,,,,
659,2.636000,,,,,,
660,2.640000,,,,,,
661,2.644000,,,,,,
662,2.648000,,,,,,
663,2.652000,,,,,,
664,2.656000,,,,,,
665,2.660000,,,,,,
666,2.664000,,,,,,
667,2.668000,,,,,,
668,2.672000,,,,,,
669,2.676000,,,,,,
670,2.680000,,,,,,
671,2.684000,,,,,,
672,2.688000,,,,,,
673,2.692000,,,,,,
674,2.696000,,,,,,
675,2.700000,,,,,,
676,2.704000,,,,,,
677,2.708000,,,,,,
678,2.712000,,,,,,
679,2.716000,,,,,,
680,2.720000,,,,,,
681,2.724000,,,,,,
682,2.728000,,,,,,
683,2.732000,,,,,,
684,2.736000,,,,,,
685,2.740000,,,,,,
686,2.744000,,,,,,
687,2.748000,,,,,,
688,2.752000,,,,,,
689,2.756000,,,,,,
690,2.760000,,,,,,
691,2.764000,,,,,,
692,2.768000,,,,,,
693,2.772000,,,,,,
694,2.776000,,,,,,
695,2.780000,,,,,,
696,2.784000,,,,,,
697,2.788000,,,,,,
698,2.792000,,,,,,
699,2.796000,,,,,,
700,2.800000,,,,,,
701,2.804000,,,,,,
702,2.808000,,,,,,
703,2.812000,,,,,,
704,2.816000,,,,,,
705,2.820000,,,,,,
706,2.824000,,,,,,
707,2.828000,,,,,,
708,2.832000,,,,,,
709,2.836000,,,,,,
710,2.840000,,,,,,
711,2.844000,,,,,,
712,2.848000,,,,,,
713,2.852000,,,,,,
714,2.856000,,,,,,
715,2.860000,,,,,,
716,2.864000,,,,,,
717,2.868000,,,,,,
718,2.872000,,,,,,
719,2.876000,,,,,,
720,2.880000,,,,,,
721,2.884000,,,,,,
722,2.888000,,,,,,
723,2.892000,,,,,,
724,2.896000,,,,,,
725,2.900000,,,,,,
726,2.904000,,,,,,
727,2.908000,,,,,,
728,2.912000,,,,,,
729,2.916000,,,,,,
730,2.920000,,,,,,
731,2.924000,,,,,,
732,2.928000,,,,,,
733,2.932000,,,,,,
734,2.936000,,,,,,
735,2.940000,,,,,,
736,2.944000,,,,,,
737,2.948000,,,,,,
738,2.952000,,,,,,
739,2.956000,,,,,,
740,2.960000,,,,,,
741,2.964000,,,,,,
742,2.968000,,,,,,
743,2.972000,,,,,,
744,2.976000,,,,,,
745,2.980000,,,,,,
746,2.984000,,,,,,
747,2.988000,,,,,,
748,2.992000,,,,,,
749,2.996000,,,,,,
750,3.000000,,,,,,
751,3.004000,,,,,,
752,3.008000,,,,,,
753,3.012000,,,,,,
754,3.016000,,,,,,
755,3.020000,,,,,,
756,3.024000,,,,,,
757,3.028000,,,,,,
758,3.032000,,,,,,
759,3.036000,,,,,,
760,3.040000,,,,,,
761,3.044000,,,,,,
762,3.048000,,,,,,
763,3.052000,,,,,,
764,3.056000,,,,,,
765,3.060000,,,,,,
766,3.064000,,,,,,
767,3.068000,,,,,,
768,3.072000,,,,,,
769,3.076000,,,,,,
770,3.080000,,,,,,
771,3.084000,,,,,,
772,3.088000,,,,,,
773,3.092000,,,,,,
774,3.096000,,,,,,
775,3.100000,,,,,,
776,3.104000,,,,,,
777,3.108000,,,,,,
778,3.112000,,,,,,
779,3.116000,,,,,,
780,3.120000,,,,,,
781,3.124000,,,,,,
782,3.128000,,,,,,
783,3.132000,,,,,,
784,3.136000,,,,,,
785,3.140000,,,,,,
786,3.144000,,,,,,
787,3.148000,,,,,,
788,3.152000,,,,,,
789,3.156000,,,,,,
790,3.160000,,,,,,
791,3.164000,,,,,,
792,3.168000,,,,,,
793,3.172000,,,,,,
794,3.176000,,,,,,
795,3.180000,,,,,,
796,3.184000,,,,,,
797,3.188000,,,,,,
798,3.192000,,,,,,
799,3.196000,,,,,,
800,3.200000,,,,,,
801,3.204000,,,,,,
802,3.208000,,,,,,
803,3.212000,,,,,,
804,3.216000,,,,,,
805,3.220000,,,,,,
806,3.224000,,,,,,
807,3.228000,,,,,,
808,3.232000,,,,,,
809,3.236000,,,,,,
810,3.240000,,,,,,
811,3.244000,,,,,,
812,3.248000,,,,,,
813,3.252000,,,,,,
814,3.256000,,,,,,
815,3.260000,,,,,,
816,3.264000,,,,,,
817,3.268000,,,,,,
818,3.272000,,,,,,
819,3.276000,,,,,,
820,3.280000,,,,,,
821,3.284000,,,,,,
822,3.288000,,,,,,
823,3.292000,,,,,,
824,3.296000,,,,,,
825,3.300000,,,,,,
826,3.304000,,,,,,
827,3.308000,,,,,,
828,3.312000,,,,,,
829,3.316000,,,,,,
830,3.320000,,,,,,
831,3.324000,,,,,,
832,3.328000,,,,,,
833,3.332000,,,,,,
834,3.336000,,,,,,
835,3.340000,,,,,,
836,3.344000,,,,,,
837,3.348000,,,,,,
838,3.352000,,,,,,
839,3.356000,,,,,,
840,3.360000,,,,,,
841,3.364000,,,,,,
842,3.368000,,,,,,
843,3.372000,,,,,,
844,3.376000,,,,,,
845,3.380000,,,,,,
846,3.384000,,,,,,
847,3.388000,,,,,,
848,3.392000,,,,,,
849,3.396000,,,,,,
850,3.400000,,,,,,
851,3.404000,,,,,,
852,3.408000,,,,,,
853,3.412000,,,,,,
854,3.416000,,,,,,
855,3.420000,,,,,,
856,3.424000,,,,,,
857,3.428000,,,,,,
858,3.432000,,,,,,
859,3.436000,,,,,,
860,3.440000,,,,,,
861,3.444000,,,,,,
862,3.448000,,,,,,
863,3.452000,,,,,,
864,3.456000,,,,,,
865,3.460000,,,,,,
866,3.464000,,,,,,
867,3.468000,,,,,,
868,3.472000,,,,,,
869,3.476000,,,,,,
870,3.480000,,,,,,
871,3.484000,,,,,,
872,3.488000,,,,,,
873,3.492000,,,,,,
874,3.496000,,,,,,
875,3.500000,,,,,,
876,3.504000,,,,,,
877,3.508000,,,,,,
878,3.512000,,,,,,
879,3.516000,,,,,,
880,3.520000,,,,,,
881,3.524000,,,,,,
882,3.528000,,,,,,
883,3.532000,,,,,,
884,3.536000,,,,,,
885,3.540000,,,,,,
886,3.544000,,,,,,
887,3.548000,,,,,,
888,3.552000,,,,,,
889,3.556000,,,,,,
890,3.560000,,,,,,
891,3.564000,,,,,,
892,3.568000,,,,,,
893,3.572000,,,,,,
894,3.576000,,,,,,
895,3.580000,,,,,,
896,3.584000,,,,,,
897,3.588000,,,,,,
898,3.592000,,,,,,
899,3.596000,,,,,,
900,3.600000,,,,,,
901,3.604000,,,,,,
902,3.608000,,,,,,
903,3.612000,,,,,,
904,3.616000,,,,,,
905,3.620000,,,,,,
906,3.624000,,,,,,
907,3.628000,,,,,,
908,3.632000,,,,,,
909,3.636000,,,,,,
910,3.640000,,,,,,
911,3.644000,,,,,,
912,3.648000,,,,,,
913,3.652000,,,,,,
914,3.656000,,,,,,
915,3.660000,,,,,,
916,3.664000,,,,,,
917,3.668000,,,,,,
918,3.672000,,,,,,
919,3.676000,,,,,,
920,3.680000,,,,,,
921,3.684000,,,,,,
922,3.688000,,,,,,
923,3.692000,,,,,,
924,3.696000,,,,,,
925,3.700000,,,,,,
926,3.704000,,,,,,
927,3.708000,,,,,,
928,3.712000,,,,,,
929,3.716000,,,,,,
930,3.720000,,,,,,
931,3.724000,,,,,,
932,3.728000,,,,,,
933,3.732000,,,,,,
934,3.736000,,,,,,
935,3.740000,,,,,,
936,3.744000,,,,,,
937,3.748000,,,,,,
938,3.752000,,,,,,
939,3.756000,,,,,,
940,3.760000,,,,,,
941,3.764000,,,,,,
942,3.768000,,,,,,
943,3.772000,,,,,,
944,3.776000,,,,,,
945,3.780000,,,,,,
946,3.784000,,,,,,
947,3.788000,,,,,,
948,3.792000,,,,,,
949,3.796000,,,,,,
950,3.800000,,,,,,
951,3.804000,,,,,,
952,3.808000,,,,,,
953,3.812000,,,,,,
954,3.816000,,,,,,
955,3.820000,,,,,,
956,3.824000,,,,,,
957,3.828000,,,,,,
958,3.832000,,,,,,
959,3.836000,,,,,,
960,3.840000,,,,,,
961,3.844000,,,,,,
962,3.848000,,,,,,
963,3.852000,,,,,,
964,3.856000,,,,,,
965,3.860000,,,,,,
966,3.864000,,,,,,
967,3.868000,,,,,,
968,3.872000,,,,,,
969,3.876000,,,,,,
970,3.880000,,,,,,
971,3.884000,,,,,,
972,3.888000,,,,,,
973,3.892000,,,,,,
974,3.896000,,,,,,
975,3.900000,,,,,,
976,3.904000,,,,,,
977,3.908000,,,,,,
978,3.912000,,,,,,
979,3.916000,,,,,,
980,3.920000,,,,,,
981,3.924000,,,,,,
982,3.928000,,,,,,
983,3.932000,,,,,,
984,3.936000,,,,,,
985,3.940000,,,,,,
986,3.944000,,,,,,
987,3.948000,,,,,,
988,3.952000,,,,,,
989,3.956000,,,,,,
990,3.960000,,,,,,
991,3.964000,,,,,,
992,3.968000,,,,,,
993,3.972000,,,,,,
994,3.976000,,,,,,
995,3.980000,,,,,,
996,3.984000,,,,,,
997,3.988000,,,,,,
998,3.992000,,,,,,
999,3.996000,,,,,,
1000,4.000000,,,,,,
1001,4.004000,,,,,,
1002,4.008000,,,,,,
1003,4.012000,,,,,,
1004,4.016000,,,,,,
1005,4.020000,,,,,,
1006,4.024000,,,,,,
1007,4.028000,,,,,,
1008,4.032000,,,,,,
1009,4.036000,,,,,,
1010,4.040000,,,,,,
1011,4.044000,,,,,,
1012,4.048000,,,,,,
1013,4.052000,,,,,,
1014,4.056000,,,,,,
1015,4.060000,,,,,,
1016,4.064000,,,,,,
1017,4.068000,,,,,,
1018,4.072000,,,,,,
1019,4.076000,,,,,,
1020,4.080000,,,,,,
1021,4.084000,,,,,,
1022,4.088000,,,,,,
1023,4.092000,,,,,,
1024,4.096000,,,,,,
